Center	Date	Year	Month	Week	Day	Weekday	Volume
Mountain West	9/13/2014	2014	September	2	13	Saturday	41003
Mountain West	9/14/2014	2014	September	2	14	Sunday	80037
Mountain West	9/15/2014	2014	September	3	15	Monday	64705
Mountain West	9/16/2014	2014	September	3	16	Tuesday	69965
Mountain West	9/17/2014	2014	September	3	17	Wednesday	25524
Mountain West	9/18/2014	2014	September	3	18	Thursday	64153
Mountain West	9/19/2014	2014	September	3	19	Friday	39067
Mountain West	9/20/2014	2014	September	3	20	Saturday	68415
Mountain West	9/21/2014	2014	September	3	21	Sunday	69644
Mountain West	9/22/2014	2014	September	4	22	Monday	31130
Mountain West	9/23/2014	2014	September	4	23	Tuesday	46307
Mountain West	9/24/2014	2014	September	4	24	Wednesday	37936
Mountain West	9/25/2014	2014	September	4	25	Thursday	60856
Mountain West	9/26/2014	2014	September	4	26	Friday	15322
Mountain West	9/27/2014	2014	September	4	27	Saturday	78829
Mountain West	9/28/2014	2014	September	4	28	Sunday	35431
Mountain West	9/29/2014	2014	September	5	29	Monday	27166
Mountain West	9/30/2014	2014	September	5	30	Tuesday	80889
Mountain West	10/1/2014	2014	October	1	1	Wednesday	88715
Mountain West	10/2/2014	2014	October	1	2	Thursday	79846
Mountain West	10/3/2014	2014	October	1	3	Friday	84822
Mountain West	10/4/2014	2014	October	1	4	Saturday	35313
Mountain West	10/5/2014	2014	October	1	5	Sunday	60274
Mountain West	10/6/2014	2014	October	1	6	Monday	71502
Mountain West	10/7/2014	2014	October	1	7	Tuesday	54668
Mountain West	10/8/2014	2014	October	2	8	Wednesday	19348
Mountain West	10/9/2014	2014	October	2	9	Thursday	28802
Mountain West	10/10/2014	2014	October	2	10	Friday	87347
Mountain West	10/11/2014	2014	October	2	11	Saturday	54775
Mountain West	10/12/2014	2014	October	2	12	Sunday	79467
Mountain West	10/13/2014	2014	October	2	13	Monday	54612
Mountain West	10/14/2014	2014	October	2	14	Tuesday	32960
Mountain West	10/15/2014	2014	October	3	15	Wednesday	55322
Mountain West	10/16/2014	2014	October	3	16	Thursday	47725
Mountain West	10/17/2014	2014	October	3	17	Friday	36823
Mountain West	10/18/2014	2014	October	3	18	Saturday	46857
Mountain West	10/19/2014	2014	October	3	19	Sunday	56943
Mountain West	10/20/2014	2014	October	3	20	Monday	39860
Mountain West	10/21/2014	2014	October	3	21	Tuesday	19203
Mountain West	10/22/2014	2014	October	4	22	Wednesday	71331
Mountain West	10/23/2014	2014	October	4	23	Thursday	27524
Mountain West	10/24/2014	2014	October	4	24	Friday	24046
Mountain West	10/25/2014	2014	October	4	25	Saturday	18772
Mountain West	10/26/2014	2014	October	4	26	Sunday	30800
Mountain West	10/27/2014	2014	October	4	27	Monday	65260
Mountain West	10/28/2014	2014	October	4	28	Tuesday	25793
Mountain West	10/29/2014	2014	October	5	29	Wednesday	36471
Mountain West	10/30/2014	2014	October	5	30	Thursday	69846
Mountain West	10/31/2014	2014	October	5	31	Friday	21544
Mountain West	11/1/2014	2014	November	1	1	Saturday	91846
Mountain West	11/2/2014	2014	November	1	2	Sunday	93564
Mountain West	11/3/2014	2014	November	1	3	Monday	127178
Mountain West	11/4/2014	2014	November	1	4	Tuesday	87688
Mountain West	11/5/2014	2014	November	1	5	Wednesday	139026
Mountain West	11/6/2014	2014	November	1	6	Thursday	116445
Mountain West	11/7/2014	2014	November	1	7	Friday	89618
Mountain West	11/8/2014	2014	November	2	8	Saturday	105659
Mountain West	11/9/2014	2014	November	2	9	Sunday	112843
Mountain West	11/10/2014	2014	November	2	10	Monday	74664
Mountain West	11/11/2014	2014	November	2	11	Tuesday	80097
Mountain West	11/12/2014	2014	November	2	12	Wednesday	107541
Mountain West	11/13/2014	2014	November	2	13	Thursday	156888
Mountain West	11/14/2014	2014	November	2	14	Friday	121373
Mountain West	11/15/2014	2014	November	3	15	Saturday	91683
Mountain West	11/16/2014	2014	November	3	16	Sunday	68190
Mountain West	11/17/2014	2014	November	3	17	Monday	60850
Mountain West	11/18/2014	2014	November	3	18	Tuesday	146756
Mountain West	11/19/2014	2014	November	3	19	Wednesday	92652
Mountain West	11/20/2014	2014	November	3	20	Thursday	102010
Mountain West	11/21/2014	2014	November	3	21	Friday	159853
Mountain West	11/22/2014	2014	November	4	22	Saturday	158277
Mountain West	11/23/2014	2014	November	4	23	Sunday	102454
Mountain West	11/24/2014	2014	November	4	24	Monday	144627
Mountain West	11/25/2014	2014	November	4	25	Tuesday	120685
Mountain West	11/26/2014	2014	November	4	26	Wednesday	43944
Mountain West	11/27/2014	2014	November	4	27	Thursday	146357
Mountain West	11/28/2014	2014	November	4	28	Friday	131695
Mountain West	11/29/2014	2014	November	5	29	Saturday	125119
Mountain West	11/30/2014	2014	November	5	30	Sunday	74595
Mountain West	12/1/2014	2014	December	1	1	Monday	142861
Mountain West	12/2/2014	2014	December	1	2	Tuesday	124554
Mountain West	12/3/2014	2014	December	1	3	Wednesday	152480
Mountain West	12/4/2014	2014	December	1	4	Thursday	60101
Mountain West	12/5/2014	2014	December	1	5	Friday	158639
Mountain West	12/6/2014	2014	December	1	6	Saturday	104795
Mountain West	12/7/2014	2014	December	1	7	Sunday	135437
Mountain West	12/8/2014	2014	December	2	8	Monday	101416
Mountain West	12/9/2014	2014	December	2	9	Tuesday	135211
Mountain West	12/10/2014	2014	December	2	10	Wednesday	55195
Mountain West	12/11/2014	2014	December	2	11	Thursday	158773
Mountain West	12/12/2014	2014	December	2	12	Friday	73717
Mountain West	12/13/2014	2014	December	2	13	Saturday	56933
Mountain West	12/14/2014	2014	December	2	14	Sunday	136761
Mountain West	12/15/2014	2014	December	3	15	Monday	68644
Mountain West	12/16/2014	2014	December	3	16	Tuesday	146699
Mountain West	12/17/2014	2014	December	3	17	Wednesday	55441
Mountain West	12/18/2014	2014	December	3	18	Thursday	70453
Mountain West	12/19/2014	2014	December	3	19	Friday	104172
Mountain West	12/20/2014	2014	December	3	20	Saturday	97082
Mountain West	12/21/2014	2014	December	3	21	Sunday	86369
Mountain West	12/22/2014	2014	December	4	22	Monday	135314
Mountain West	12/23/2014	2014	December	4	23	Tuesday	125075
Mountain West	12/24/2014	2014	December	4	24	Wednesday	80717
Mountain West	12/25/2014	2014	December	4	25	Thursday	49786
Mountain West	12/26/2014	2014	December	4	26	Friday	49518
Mountain West	12/27/2014	2014	December	4	27	Saturday	66691
Mountain West	12/28/2014	2014	December	4	28	Sunday	44448
Mountain West	12/29/2014	2014	December	5	29	Monday	143872
Mountain West	12/30/2014	2014	December	5	30	Tuesday	88757
Mountain West	12/31/2014	2014	December	5	31	Wednesday	56986
North Central	1/1/2014	2014	January	1	1	Wednesday	88150
North Central	1/2/2014	2014	January	1	2	Thursday	96651
North Central	1/3/2014	2014	January	1	3	Friday	74280
North Central	1/4/2014	2014	January	1	4	Saturday	132681
North Central	1/5/2014	2014	January	1	5	Sunday	124596
North Central	1/6/2014	2014	January	1	6	Monday	146985
North Central	1/7/2014	2014	January	1	7	Tuesday	158320
North Central	1/8/2014	2014	January	2	8	Wednesday	73878
North Central	1/9/2014	2014	January	2	9	Thursday	86733
North Central	1/10/2014	2014	January	2	10	Friday	92052
North Central	1/11/2014	2014	January	2	11	Saturday	87867
North Central	1/12/2014	2014	January	2	12	Sunday	144582
North Central	1/13/2014	2014	January	2	13	Monday	65290
North Central	1/14/2014	2014	January	2	14	Tuesday	50160
North Central	1/15/2014	2014	January	3	15	Wednesday	43005
North Central	1/16/2014	2014	January	3	16	Thursday	125586
North Central	1/17/2014	2014	January	3	17	Friday	40344
North Central	1/18/2014	2014	January	3	18	Saturday	139625
North Central	1/19/2014	2014	January	3	19	Sunday	67255
North Central	1/20/2014	2014	January	3	20	Monday	50528
North Central	1/21/2014	2014	January	3	21	Tuesday	58349
North Central	1/22/2014	2014	January	4	22	Wednesday	119630
North Central	1/23/2014	2014	January	4	23	Thursday	142208
North Central	1/24/2014	2014	January	4	24	Friday	139774
North Central	1/25/2014	2014	January	4	25	Saturday	94322
North Central	1/26/2014	2014	January	4	26	Sunday	90917
North Central	1/27/2014	2014	January	4	27	Monday	84837
North Central	1/28/2014	2014	January	4	28	Tuesday	134873
North Central	1/29/2014	2014	January	5	29	Wednesday	73239
North Central	1/30/2014	2014	January	5	30	Thursday	140450
North Central	1/31/2014	2014	January	5	31	Friday	159462
North Central	2/1/2014	2014	February	1	1	Saturday	42135
North Central	2/2/2014	2014	February	1	2	Sunday	16643
North Central	2/3/2014	2014	February	1	3	Monday	29812
North Central	2/4/2014	2014	February	1	4	Tuesday	80053
North Central	2/5/2014	2014	February	1	5	Wednesday	27451
North Central	2/6/2014	2014	February	1	6	Thursday	28910
North Central	2/7/2014	2014	February	1	7	Friday	67651
North Central	2/8/2014	2014	February	2	8	Saturday	86723
North Central	2/9/2014	2014	February	2	9	Sunday	75456
North Central	2/10/2014	2014	February	2	10	Monday	73925
North Central	2/11/2014	2014	February	2	11	Tuesday	31309
North Central	2/12/2014	2014	February	2	12	Wednesday	74514
North Central	2/13/2014	2014	February	2	13	Thursday	64655
North Central	2/14/2014	2014	February	2	14	Friday	69998
North Central	2/15/2014	2014	February	3	15	Saturday	18089
North Central	2/16/2014	2014	February	3	16	Sunday	79831
North Central	2/17/2014	2014	February	3	17	Monday	75337
North Central	2/18/2014	2014	February	3	18	Tuesday	39933
North Central	2/19/2014	2014	February	3	19	Wednesday	87327
North Central	2/20/2014	2014	February	3	20	Thursday	30306
North Central	2/21/2014	2014	February	3	21	Friday	86074
North Central	2/22/2014	2014	February	4	22	Saturday	30217
North Central	2/23/2014	2014	February	4	23	Sunday	43925
North Central	2/24/2014	2014	February	4	24	Monday	65979
North Central	2/25/2014	2014	February	4	25	Tuesday	66947
North Central	2/26/2014	2014	February	4	26	Wednesday	24421
North Central	2/27/2014	2014	February	4	27	Thursday	16781
North Central	2/28/2014	2014	February	4	28	Friday	87518
North Central	3/1/2014	2014	March	1	1	Saturday	43666
North Central	3/2/2014	2014	March	1	2	Sunday	44301
North Central	3/3/2014	2014	March	1	3	Monday	32817
North Central	3/4/2014	2014	March	1	4	Tuesday	43416
North Central	3/5/2014	2014	March	1	5	Wednesday	16434
North Central	3/6/2014	2014	March	1	6	Thursday	36721
North Central	3/7/2014	2014	March	1	7	Friday	22215
North Central	3/8/2014	2014	March	2	8	Saturday	20269
North Central	3/9/2014	2014	March	2	9	Sunday	50372
North Central	3/10/2014	2014	March	2	10	Monday	62453
North Central	3/11/2014	2014	March	2	11	Tuesday	14142
North Central	3/12/2014	2014	March	2	12	Wednesday	79890
North Central	3/13/2014	2014	March	2	13	Thursday	62726
North Central	3/14/2014	2014	March	2	14	Friday	18781
North Central	3/15/2014	2014	March	3	15	Saturday	22418
North Central	3/16/2014	2014	March	3	16	Sunday	22558
North Central	3/17/2014	2014	March	3	17	Monday	27454
North Central	3/18/2014	2014	March	3	18	Tuesday	40711
North Central	3/19/2014	2014	March	3	19	Wednesday	48723
North Central	3/20/2014	2014	March	3	20	Thursday	51897
North Central	3/21/2014	2014	March	3	21	Friday	83879
North Central	3/22/2014	2014	March	4	22	Saturday	53464
North Central	3/23/2014	2014	March	4	23	Sunday	55937
North Central	3/24/2014	2014	March	4	24	Monday	44551
North Central	3/25/2014	2014	March	4	25	Tuesday	70586
North Central	3/26/2014	2014	March	4	26	Wednesday	47622
North Central	3/27/2014	2014	March	4	27	Thursday	26663
North Central	3/28/2014	2014	March	4	28	Friday	68001
North Central	3/29/2014	2014	March	5	29	Saturday	60595
North Central	3/30/2014	2014	March	5	30	Sunday	59145
North Central	3/31/2014	2014	March	5	31	Monday	43641
North Central	4/1/2014	2014	April	1	1	Tuesday	45617
North Central	4/2/2014	2014	April	1	2	Wednesday	43868
North Central	4/3/2014	2014	April	1	3	Thursday	68423
North Central	4/4/2014	2014	April	1	4	Friday	32850
North Central	4/5/2014	2014	April	1	5	Saturday	29366
North Central	4/6/2014	2014	April	1	6	Sunday	59781
North Central	4/7/2014	2014	April	1	7	Monday	14968
North Central	4/8/2014	2014	April	2	8	Tuesday	55288
North Central	4/9/2014	2014	April	2	9	Wednesday	26286
North Central	4/10/2014	2014	April	2	10	Thursday	63371
North Central	4/11/2014	2014	April	2	11	Friday	20035
North Central	4/12/2014	2014	April	2	12	Saturday	54174
North Central	4/13/2014	2014	April	2	13	Sunday	39641
North Central	4/14/2014	2014	April	2	14	Monday	54572
North Central	4/15/2014	2014	April	3	15	Tuesday	19031
North Central	4/16/2014	2014	April	3	16	Wednesday	16359
North Central	4/17/2014	2014	April	3	17	Thursday	81068
North Central	4/18/2014	2014	April	3	18	Friday	49198
North Central	4/19/2014	2014	April	3	19	Saturday	25352
North Central	4/20/2014	2014	April	3	20	Sunday	15941
North Central	4/21/2014	2014	April	3	21	Monday	24865
North Central	4/22/2014	2014	April	4	22	Tuesday	36727
North Central	4/23/2014	2014	April	4	23	Wednesday	14980
North Central	4/24/2014	2014	April	4	24	Thursday	17849
North Central	4/25/2014	2014	April	4	25	Friday	14220
North Central	4/26/2014	2014	April	4	26	Saturday	69149
North Central	4/27/2014	2014	April	4	27	Sunday	22316
North Central	4/28/2014	2014	April	4	28	Monday	32155
North Central	4/29/2014	2014	April	5	29	Tuesday	83321
North Central	4/30/2014	2014	April	5	30	Wednesday	70894
North Central	5/1/2014	2014	May	1	1	Thursday	84344
North Central	5/2/2014	2014	May	1	2	Friday	79128
North Central	5/3/2014	2014	May	1	3	Saturday	28411
North Central	5/4/2014	2014	May	1	4	Sunday	33548
North Central	5/5/2014	2014	May	1	5	Monday	44434
North Central	5/6/2014	2014	May	1	6	Tuesday	17341
North Central	5/7/2014	2014	May	1	7	Wednesday	51702
North Central	5/8/2014	2014	May	2	8	Thursday	71822
North Central	5/9/2014	2014	May	2	9	Friday	19059
North Central	5/10/2014	2014	May	2	10	Saturday	18392
North Central	5/11/2014	2014	May	2	11	Sunday	44276
North Central	5/12/2014	2014	May	2	12	Monday	53241
North Central	5/13/2014	2014	May	2	13	Tuesday	62905
North Central	5/14/2014	2014	May	2	14	Wednesday	86922
North Central	5/15/2014	2014	May	3	15	Thursday	61626
North Central	5/16/2014	2014	May	3	16	Friday	45789
North Central	5/17/2014	2014	May	3	17	Saturday	24141
North Central	5/18/2014	2014	May	3	18	Sunday	83531
North Central	5/19/2014	2014	May	3	19	Monday	25595
North Central	5/20/2014	2014	May	3	20	Tuesday	67295
North Central	5/21/2014	2014	May	3	21	Wednesday	39594
North Central	5/22/2014	2014	May	4	22	Thursday	78617
North Central	5/23/2014	2014	May	4	23	Friday	64308
North Central	5/24/2014	2014	May	4	24	Saturday	33181
North Central	5/25/2014	2014	May	4	25	Sunday	54523
North Central	5/26/2014	2014	May	4	26	Monday	85176
North Central	5/27/2014	2014	May	4	27	Tuesday	43339
North Central	5/28/2014	2014	May	4	28	Wednesday	23792
North Central	5/29/2014	2014	May	5	29	Thursday	22174
North Central	5/30/2014	2014	May	5	30	Friday	74984
North Central	5/31/2014	2014	May	5	31	Saturday	31029
North Central	6/1/2014	2014	June	1	1	Sunday	42923
North Central	6/2/2014	2014	June	1	2	Monday	30743
North Central	6/3/2014	2014	June	1	3	Tuesday	55192
North Central	6/4/2014	2014	June	1	4	Wednesday	55161
North Central	6/5/2014	2014	June	1	5	Thursday	86155
North Central	6/6/2014	2014	June	1	6	Friday	20171
North Central	6/7/2014	2014	June	1	7	Saturday	43739
North Central	6/8/2014	2014	June	2	8	Sunday	39667
North Central	6/9/2014	2014	June	2	9	Monday	61187
North Central	6/10/2014	2014	June	2	10	Tuesday	78235
North Central	6/11/2014	2014	June	2	11	Wednesday	41850
North Central	6/12/2014	2014	June	2	12	Thursday	23637
North Central	6/13/2014	2014	June	2	13	Friday	81752
North Central	6/14/2014	2014	June	2	14	Saturday	20128
North Central	6/15/2014	2014	June	3	15	Sunday	31712
North Central	6/16/2014	2014	June	3	16	Monday	21550
North Central	6/17/2014	2014	June	3	17	Tuesday	86545
North Central	6/18/2014	2014	June	3	18	Wednesday	43273
North Central	6/19/2014	2014	June	3	19	Thursday	76894
North Central	6/20/2014	2014	June	3	20	Friday	68613
North Central	6/21/2014	2014	June	3	21	Saturday	36385
North Central	6/22/2014	2014	June	4	22	Sunday	24801
North Central	6/23/2014	2014	June	4	23	Monday	47401
North Central	6/24/2014	2014	June	4	24	Tuesday	85296
North Central	6/25/2014	2014	June	4	25	Wednesday	35895
North Central	6/26/2014	2014	June	4	26	Thursday	38542
North Central	6/27/2014	2014	June	4	27	Friday	34226
North Central	6/28/2014	2014	June	4	28	Saturday	66852
North Central	6/29/2014	2014	June	5	29	Sunday	52497
North Central	6/30/2014	2014	June	5	30	Monday	73793
North Central	7/1/2014	2014	July	1	1	Tuesday	33841
North Central	7/2/2014	2014	July	1	2	Wednesday	19801
North Central	7/3/2014	2014	July	1	3	Thursday	18385
North Central	7/4/2014	2014	July	1	4	Friday	55282
North Central	7/5/2014	2014	July	1	5	Saturday	15354
North Central	7/6/2014	2014	July	1	6	Sunday	50227
North Central	7/7/2014	2014	July	1	7	Monday	21529
North Central	7/8/2014	2014	July	2	8	Tuesday	50227
North Central	7/9/2014	2014	July	2	9	Wednesday	72966
North Central	7/10/2014	2014	July	2	10	Thursday	63041
North Central	7/11/2014	2014	July	2	11	Friday	74111
North Central	7/12/2014	2014	July	2	12	Saturday	68670
North Central	7/13/2014	2014	July	2	13	Sunday	76408
North Central	7/14/2014	2014	July	2	14	Monday	64362
North Central	7/15/2014	2014	July	3	15	Tuesday	84846
North Central	7/16/2014	2014	July	3	16	Wednesday	74161
North Central	7/17/2014	2014	July	3	17	Thursday	76679
North Central	7/18/2014	2014	July	3	18	Friday	75578
North Central	7/19/2014	2014	July	3	19	Saturday	87131
North Central	7/20/2014	2014	July	3	20	Sunday	17863
North Central	7/21/2014	2014	July	3	21	Monday	21441
North Central	7/22/2014	2014	July	4	22	Tuesday	47537
North Central	7/23/2014	2014	July	4	23	Wednesday	87925
North Central	7/24/2014	2014	July	4	24	Thursday	84439
North Central	7/25/2014	2014	July	4	25	Friday	83212
North Central	7/26/2014	2014	July	4	26	Saturday	80665
North Central	7/27/2014	2014	July	4	27	Sunday	72586
North Central	7/28/2014	2014	July	4	28	Monday	58099
North Central	7/29/2014	2014	July	5	29	Tuesday	53770
North Central	7/30/2014	2014	July	5	30	Wednesday	86957
North Central	7/31/2014	2014	July	5	31	Thursday	83181
North Central	8/1/2014	2014	August	1	1	Friday	81341
North Central	8/2/2014	2014	August	1	2	Saturday	48193
North Central	8/3/2014	2014	August	1	3	Sunday	68504
North Central	8/4/2014	2014	August	1	4	Monday	52621
North Central	8/5/2014	2014	August	1	5	Tuesday	62339
North Central	8/6/2014	2014	August	1	6	Wednesday	35705
North Central	8/7/2014	2014	August	1	7	Thursday	42480
North Central	8/8/2014	2014	August	2	8	Friday	64037
North Central	8/9/2014	2014	August	2	9	Saturday	36539
North Central	8/10/2014	2014	August	2	10	Sunday	26088
North Central	8/11/2014	2014	August	2	11	Monday	68820
North Central	8/12/2014	2014	August	2	12	Tuesday	34955
North Central	8/13/2014	2014	August	2	13	Wednesday	24545
North Central	8/14/2014	2014	August	2	14	Thursday	67867
North Central	8/15/2014	2014	August	3	15	Friday	53954
North Central	8/16/2014	2014	August	3	16	Saturday	35394
North Central	8/17/2014	2014	August	3	17	Sunday	28042
North Central	8/18/2014	2014	August	3	18	Monday	47914
North Central	8/19/2014	2014	August	3	19	Tuesday	67053
North Central	8/20/2014	2014	August	3	20	Wednesday	50056
North Central	8/21/2014	2014	August	3	21	Thursday	51182
North Central	8/22/2014	2014	August	4	22	Friday	51596
North Central	8/23/2014	2014	August	4	23	Saturday	79312
North Central	8/24/2014	2014	August	4	24	Sunday	66616
North Central	8/25/2014	2014	August	4	25	Monday	51872
North Central	8/26/2014	2014	August	4	26	Tuesday	61228
North Central	8/27/2014	2014	August	4	27	Wednesday	63247
North Central	8/28/2014	2014	August	4	28	Thursday	74229
North Central	8/29/2014	2014	August	5	29	Friday	33359
North Central	8/30/2014	2014	August	5	30	Saturday	16396
North Central	8/31/2014	2014	August	5	31	Sunday	33571
North Central	9/1/2014	2014	September	1	1	Monday	45393
North Central	9/2/2014	2014	September	1	2	Tuesday	73513
North Central	9/3/2014	2014	September	1	3	Wednesday	82936
North Central	9/4/2014	2014	September	1	4	Thursday	40547
North Central	9/5/2014	2014	September	1	5	Friday	75523
North Central	9/6/2014	2014	September	1	6	Saturday	71131
North Central	9/7/2014	2014	September	1	7	Sunday	81474
North Central	9/8/2014	2014	September	2	8	Monday	18852
North Central	9/9/2014	2014	September	2	9	Tuesday	19691
North Central	9/10/2014	2014	September	2	10	Wednesday	21160
North Central	9/11/2014	2014	September	2	11	Thursday	48173
North Central	9/12/2014	2014	September	2	12	Friday	68990
North Central	9/13/2014	2014	September	2	13	Saturday	82386
North Central	9/14/2014	2014	September	2	14	Sunday	84026
North Central	9/15/2014	2014	September	3	15	Monday	67547
North Central	9/16/2014	2014	September	3	16	Tuesday	68187
North Central	9/17/2014	2014	September	3	17	Wednesday	61589
North Central	9/18/2014	2014	September	3	18	Thursday	58823
North Central	9/19/2014	2014	September	3	19	Friday	38164
North Central	9/20/2014	2014	September	3	20	Saturday	84223
North Central	9/21/2014	2014	September	3	21	Sunday	21962
North Central	9/22/2014	2014	September	4	22	Monday	75732
North Central	9/23/2014	2014	September	4	23	Tuesday	56650
North Central	9/24/2014	2014	September	4	24	Wednesday	39527
North Central	9/25/2014	2014	September	4	25	Thursday	54351
North Central	9/26/2014	2014	September	4	26	Friday	49142
North Central	9/27/2014	2014	September	4	27	Saturday	37729
North Central	9/28/2014	2014	September	4	28	Sunday	87664
North Central	9/29/2014	2014	September	5	29	Monday	62716
North Central	9/30/2014	2014	September	5	30	Tuesday	59449
North Central	10/1/2014	2014	October	1	1	Wednesday	36008
North Central	10/2/2014	2014	October	1	2	Thursday	34150
North Central	10/3/2014	2014	October	1	3	Friday	16109
North Central	10/4/2014	2014	October	1	4	Saturday	79473
North Central	10/5/2014	2014	October	1	5	Sunday	19478
North Central	10/6/2014	2014	October	1	6	Monday	56146
North Central	10/7/2014	2014	October	1	7	Tuesday	30346
North Central	10/8/2014	2014	October	2	8	Wednesday	38163
North Central	10/9/2014	2014	October	2	9	Thursday	35697
North Central	10/10/2014	2014	October	2	10	Friday	30222
North Central	10/11/2014	2014	October	2	11	Saturday	32962
North Central	10/12/2014	2014	October	2	12	Sunday	31003
North Central	10/13/2014	2014	October	2	13	Monday	57860
North Central	10/14/2014	2014	October	2	14	Tuesday	74192
North Central	10/15/2014	2014	October	3	15	Wednesday	50534
North Central	10/16/2014	2014	October	3	16	Thursday	44052
North Central	10/17/2014	2014	October	3	17	Friday	51255
North Central	10/18/2014	2014	October	3	18	Saturday	73555
North Central	10/19/2014	2014	October	3	19	Sunday	56230
North Central	10/20/2014	2014	October	3	20	Monday	73490
North Central	10/21/2014	2014	October	3	21	Tuesday	49073
North Central	10/22/2014	2014	October	4	22	Wednesday	16613
North Central	10/23/2014	2014	October	4	23	Thursday	55716
North Central	10/24/2014	2014	October	4	24	Friday	31586
North Central	10/25/2014	2014	October	4	25	Saturday	60337
North Central	10/26/2014	2014	October	4	26	Sunday	53840
North Central	10/27/2014	2014	October	4	27	Monday	69072
North Central	10/28/2014	2014	October	4	28	Tuesday	21200
North Central	10/29/2014	2014	October	5	29	Wednesday	23993
North Central	10/30/2014	2014	October	5	30	Thursday	54237
North Central	10/31/2014	2014	October	5	31	Friday	76188
North Central	11/1/2014	2014	November	1	1	Saturday	59349
North Central	11/2/2014	2014	November	1	2	Sunday	148567
North Central	11/3/2014	2014	November	1	3	Monday	128550
North Central	11/4/2014	2014	November	1	4	Tuesday	71730
North Central	11/5/2014	2014	November	1	5	Wednesday	105804
North Central	11/6/2014	2014	November	1	6	Thursday	107277
North Central	11/7/2014	2014	November	1	7	Friday	52476
North Central	11/8/2014	2014	November	2	8	Saturday	58299
North Central	11/9/2014	2014	November	2	9	Sunday	114958
North Central	11/10/2014	2014	November	2	10	Monday	106246
North Central	11/11/2014	2014	November	2	11	Tuesday	101509
North Central	11/12/2014	2014	November	2	12	Wednesday	55075
North Central	11/13/2014	2014	November	2	13	Thursday	61848
North Central	11/14/2014	2014	November	2	14	Friday	63012
North Central	11/15/2014	2014	November	3	15	Saturday	57408
North Central	11/16/2014	2014	November	3	16	Sunday	137006
North Central	11/17/2014	2014	November	3	17	Monday	105239
North Central	11/18/2014	2014	November	3	18	Tuesday	59240
North Central	11/19/2014	2014	November	3	19	Wednesday	69193
North Central	11/20/2014	2014	November	3	20	Thursday	130401
North Central	11/21/2014	2014	November	3	21	Friday	87870
North Central	11/22/2014	2014	November	4	22	Saturday	81730
North Central	11/23/2014	2014	November	4	23	Sunday	57356
North Central	11/24/2014	2014	November	4	24	Monday	76304
North Central	11/25/2014	2014	November	4	25	Tuesday	110742
North Central	11/26/2014	2014	November	4	26	Wednesday	152905
North Central	11/27/2014	2014	November	4	27	Thursday	91216
North Central	11/28/2014	2014	November	4	28	Friday	95360
North Central	11/29/2014	2014	November	5	29	Saturday	106199
North Central	11/30/2014	2014	November	5	30	Sunday	151113
North Central	12/1/2014	2014	December	1	1	Monday	159992
North Central	12/2/2014	2014	December	1	2	Tuesday	50659
North Central	12/3/2014	2014	December	1	3	Wednesday	45505
North Central	12/4/2014	2014	December	1	4	Thursday	61656
North Central	12/5/2014	2014	December	1	5	Friday	106329
North Central	12/6/2014	2014	December	1	6	Saturday	85874
North Central	12/7/2014	2014	December	1	7	Sunday	85032
North Central	12/8/2014	2014	December	2	8	Monday	159148
North Central	12/9/2014	2014	December	2	9	Tuesday	83826
North Central	12/10/2014	2014	December	2	10	Wednesday	119319
North Central	12/11/2014	2014	December	2	11	Thursday	72087
North Central	12/12/2014	2014	December	2	12	Friday	137240
North Central	12/13/2014	2014	December	2	13	Saturday	128845
North Central	12/14/2014	2014	December	2	14	Sunday	79974
North Central	12/15/2014	2014	December	3	15	Monday	76156
North Central	12/16/2014	2014	December	3	16	Tuesday	130189
North Central	12/17/2014	2014	December	3	17	Wednesday	147577
North Central	12/18/2014	2014	December	3	18	Thursday	43943
North Central	12/19/2014	2014	December	3	19	Friday	87192
North Central	12/20/2014	2014	December	3	20	Saturday	145057
North Central	12/21/2014	2014	December	3	21	Sunday	101125
North Central	12/22/2014	2014	December	4	22	Monday	59029
North Central	12/23/2014	2014	December	4	23	Tuesday	43760
North Central	12/24/2014	2014	December	4	24	Wednesday	93825
North Central	12/25/2014	2014	December	4	25	Thursday	98054
North Central	12/26/2014	2014	December	4	26	Friday	153221
North Central	12/27/2014	2014	December	4	27	Saturday	40806
North Central	12/28/2014	2014	December	4	28	Sunday	84993
North Central	12/29/2014	2014	December	5	29	Monday	61616
North Central	12/30/2014	2014	December	5	30	Tuesday	71007
North Central	12/31/2014	2014	December	5	31	Wednesday	50029
Northeast	1/1/2014	2014	January	1	1	Wednesday	80332
Northeast	1/2/2014	2014	January	1	2	Thursday	133071
Northeast	1/3/2014	2014	January	1	3	Friday	83209
Northeast	1/4/2014	2014	January	1	4	Saturday	77070
Northeast	1/5/2014	2014	January	1	5	Sunday	83816
Northeast	1/6/2014	2014	January	1	6	Monday	157610
Northeast	1/7/2014	2014	January	1	7	Tuesday	130053
Northeast	1/8/2014	2014	January	2	8	Wednesday	150198
Northeast	1/9/2014	2014	January	2	9	Thursday	134211
Northeast	1/10/2014	2014	January	2	10	Friday	53291
Northeast	1/11/2014	2014	January	2	11	Saturday	104427
Northeast	1/12/2014	2014	January	2	12	Sunday	123414
Northeast	1/13/2014	2014	January	2	13	Monday	104359
Northeast	1/14/2014	2014	January	2	14	Tuesday	71320
Northeast	1/15/2014	2014	January	3	15	Wednesday	131608
